date,open,high,low,close,volume
2000-04-17,104.2031,104.3686,103.7041,104.0105,2512437
2000-04-18,103.3258,103.684,103.2041,103.4993,1245590
2000-04-19,102.6685,104.4622,102.4392,103.7172,4569509
2000-04-20,105.1423,105.6137,103.3983,104.5196,4239466
2000-04-21,104.5638,105.6294,102.1811,104.1532,3742040
2000-04-24,106.3959,106.672,104.133,104.7466,2655800
2000-04-25,104.0326,105.2929,101.7769,103.9386,3382550
2000-04-26,103.1161,104.6462,102.9939,103.5075,1641849
2000-04-27,103.4748,104.1754,102.2366,103.055,1080380
2000-04-28,102.5465,103.2662,99.2112,101.6071,1547545
2000-05-01,101.2536,102.7853,101.1137,102.223,2922274
2000-05-02,100.5898,102.722,100.2551,101.6692,4815975
2000-05-03,102.2147,103.1364,100.2778,101.7047,1055815
2000-05-04,102.8935,103.1341,101.9811,102.3136,1872010
2000-05-05,102.8633,103.9317,102.28,102.8839,837607
2000-05-08,104.2929,104.6386,103.3327,103.7294,2484900
2000-05-09,103.4924,104.0857,103.3732,103.6276,4759612
2000-05-10,102.8479,103.5025,102.3252,103.1232,729799
2000-05-11,103.3851,103.7066,102.4309,103.0452,3165794
2000-05-12,100.6133,102.0776,100.2496,100.9999,1196435
2000-05-15,98.716,101.2385,97.3643,99.281,527657
2000-05-16,97.7812,98.191,97.0863,97.7372,2921056
2000-05-17,96.4307,97.5612,95.8326,96.5939,2610629
2000-05-18,97.7696,97.9992,96.1741,97.0778,4551431
2000-05-19,96.2554,96.2835,95.6339,96.0479,1790347
2000-05-22,95.6452,95.9479,95.1019,95.6321,3354567
2000-05-23,97.992,98.8531,94.8956,97.1542,1192593
2000-05-24,97.6024,97.8422,95.2726,96.7591,3103973
2000-05-25,97.7129,98.5797,95.6724,97.6388,4186046
2000-05-26,96.9584,97.3389,95.6602,96.5703,2234971
2000-05-29,95.1922,96.9914,95.0353,96.3518,1191240
2000-05-30,95.8706,96.3851,93.4658,95.2786,2774538
2000-05-31,94.2535,96.8995,93.2521,94.9108,1248575
2000-06-01,95.6575,96.3666,95.6034,95.8918,3408530
2000-06-02,94.1661,95.0089,92.956,93.9434,1546731
2000-06-05,93.8867,95.5462,93.3999,94.4534,3472316
2000-06-06,93.8324,96.6475,93.5881,94.7421,3705990
2000-06-07,94.2502,95.1718,92.8113,94.0879,4995910
2000-06-08,91.2922,93.9759,90.9988,92.4878,1358291
2000-06-09,92.9855,93.1193,91.9329,92.5864,4691672
2000-06-12,92.6555,92.7096,90.9495,92.0184,1946119
2000-06-13,92.8136,93.1389,91.8965,92.2941,1195536
2000-06-14,91.9727,93.219,91.4694,92.3368,4560558
2000-06-15,94.1074,94.9752,92.9915,94.1476,3067501
2000-06-16,92.9793,94.5276,92.9291,93.8963,3043136
2000-06-19,92.7315,93.231,91.9119,92.7687,1858088
2000-06-20,92.2921,93.616,91.8176,92.9871,1278538
2000-06-21,93.1508,93.8392,92.5759,93.2516,776517
2000-06-22,94.6579,96.4924,94.2583,94.8039,4369563
2000-06-23,96.6352,96.6577,94.9797,95.7779,592782
2000-06-26,95.2805,97.8179,94.6165,96.2082,2804730
2000-06-27,97.6007,98.5913,96.8923,97.9321,1700752
2000-06-28,96.416,97.3665,96.0914,96.5643,4254025
2000-06-29,96.0422,96.6389,95.3373,95.845,3661848
2000-06-30,95.3599,95.5613,93.4333,94.8042,854352
2000-07-03,94.0039,94.6886,93.8702,94.3806,1076983
2000-07-04,92.5193,93.6179,92.3392,92.8528,1228197
2000-07-05,92.3727,94.3328,92.216,93.5819,3709789
2000-07-06,93.1739,93.7827,92.3002,93.3514,913165
2000-07-07,92.0394,93.0763,90.4705,91.7365,1555509
2000-07-10,91.4187,91.9521,88.9657,90.6435,2665561
2000-07-11,91.4512,91.6749,90.3114,91.0033,1332706
2000-07-12,91.797,92.1344,91.7587,91.9416,2243205
2000-07-13,94.4353,94.4992,93.7855,94.19,1868069
2000-07-14,97.9072,98.1614,96.6714,97.5613,2372042
2000-07-17,98.7459,99.5461,97.2777,98.0673,625105
2000-07-18,96.6065,97.9338,95.901,96.929,2149427
2000-07-19,95.2521,95.9163,93.3057,94.4995,2914276
2000-07-20,94.9875,95.6336,93.9304,94.8225,2408671
2000-07-21,93.9518,94.9154,93.426,93.9208,4736486
2000-07-24,93.0322,93.7803,93.0221,93.4725,2215551
2000-07-25,93.2387,94.076,92.0214,92.807,1869755
2000-07-26,92.8066,93.9699,91.2231,92.6689,1218473
2000-07-27,93.5138,94.082,93.4099,93.8807,3263570
2000-07-28,95.55,95.8771,92.3845,94.0766,3060873
2000-07-31,92.5963,95.1396,92.1144,93.9165,734716
2000-08-01,92.3406,93.764,91.7674,92.7751,4411255
2000-08-02,90.5694,92.5078,89.4213,90.9474,4903143
2000-08-03,90.4526,90.9315,89.4211,90.4363,4973367
2000-08-04,90.0213,90.8006,89.9521,90.396,4001597
2000-08-07,92.6461,92.9,92.0469,92.3528,1027887
2000-08-08,92.5445,93.686,91.7365,92.5158,4533440
2000-08-09,92.6168,95.5728,91.9549,93.632,2350555
2000-08-10,92.6285,93.7047,92.4926,93.0913,4387218
2000-08-11,91.404,92.8999,90.3544,91.7953,1584910
2000-08-14,91.0393,92.3186,90.0095,90.7565,3589816
2000-08-15,89.7706,91.228,89.5387,89.988,3051051
2000-08-16,92.2827,92.507,92.0735,92.3346,2564974
2000-08-17,91.8333,92.6069,91.052,91.4472,2121644
2000-08-18,93.1776,93.2099,91.5057,92.3905,740685
2000-08-21,91.9496,92.7166,90.041,91.4131,4449893
2000-08-22,91.3911,93.4879,91.3653,92.4592,3753641
2000-08-23,92.8274,93.4482,92.2616,92.9059,4708419
2000-08-24,91.9595,93.207,91.932,92.75,2826210
2000-08-25,92.4874,93.4458,91.4851,92.7231,1962892
2000-08-28,91.7159,92.4478,91.3423,92.0158,3270287
2000-08-29,93.2059,93.3135,92.1985,92.5282,2103878
2000-08-30,92.3799,93.3889,91.3976,92.0428,4726063
2000-08-31,91.625,92.0481,89.2296,90.7172,2907333
2000-09-01,89.5508,90.5942,88.0869,89.3545,3548947
2000-09-04,89.5325,90.0897,89.1664,89.5576,3359847
2000-09-05,90.5615,91.7172,90.2169,91.2891,2248553
2000-09-06,91.3006,91.6701,91.2177,91.4828,3886065
2000-09-07,91.6652,91.8022,91.1351,91.3709,2711067
2000-09-08,92.8204,93.0543,91.0549,91.7032,950320
2000-09-11,92.7462,93.6648,92.3057,93.1703,2339403
2000-09-12,93.6625,95.2266,92.1318,93.4346,729916
2000-09-13,92.6811,94.1726,92.0793,92.9936,3807918
2000-09-14,94.3874,94.843,94.0065,94.2552,3552025
2000-09-15,94.9593,95.017,94.5752,94.7604,4533084
2000-09-18,96.0307,98.3347,95.6619,96.5422,2654092
2000-09-19,96.582,97.366,96.2595,96.7741,4961909
2000-09-20,95.5352,95.9294,94.6359,95.3816,3527384
2000-09-21,93.4517,94.9157,92.792,93.8472,2237129
2000-09-22,95.4087,96.2039,95.3385,95.7441,1857231
2000-09-25,97.9448,99.2368,97.1715,97.7646,4764828
2000-09-26,98.0942,98.6577,96.9164,97.5738,1274775
2000-09-27,97.7295,97.7492,96.5159,97.1456,574461
2000-09-28,100.3794,100.7238,97.5312,98.884,1000631
2000-09-29,97.6415,98.5645,96.4577,97.5986,3602552
2000-10-02,96.7898,97.1172,95.6467,96.5756,4038500
2000-10-03,97.336,97.5949,96.9909,97.3436,2791132
2000-10-04,97.0546,98.4566,95.6864,96.9031,2313632
2000-10-05,96.4139,97.6796,96.1535,96.9165,1324603
2000-10-06,96.493,98.0754,95.8398,96.7459,872935
2000-10-09,97.1594,97.7639,96.6605,97.1581,3853220
2000-10-10,100.3977,100.4421,97.3549,98.8328,1610448
2000-10-11,99.1176,99.8202,98.0252,98.96,4930962
2000-10-12,101.5118,101.6811,98.6098,99.7476,4376834
2000-10-13,96.314,98.6261,95.5072,97.3431,3967207
2000-10-16,96.1653,97.7181,96.0503,97.3056,2666929
2000-10-17,97.2861,97.3233,95.6018,96.3452,2112514
2000-10-18,94.7851,95.9847,94.1953,94.9654,4340040
2000-10-19,94.3386,95.4201,93.0927,93.9887,715299
2000-10-20,92.4601,94.7415,92.2854,93.6313,4754008
2000-10-23,95.0616,95.3518,93.2732,94.685,4204864
2000-10-24,92.6833,93.5222,92.6827,93.2085,801307
2000-10-25,93.945,94.1097,92.3581,93.2614,1487420
2000-10-26,92.2977,93.0167,92.1552,92.7397,4744503
2000-10-27,92.2335,92.884,92.0874,92.3942,3483099
2000-10-30,93.855,94.0751,92.8114,93.5314,2169796
2000-10-31,94.2326,95.3457,93.5322,94.1562,4249881
2000-11-01,95.2803,97.0834,94.6599,95.6986,3642223
2000-11-02,95.3667,96.2351,94.0831,95.5404,4659184
2000-11-03,94.4798,95.2341,94.2224,94.7648,2314075
2000-11-06,93.8498,95.0126,93.3827,94.5295,3147245
2000-11-07,93.9892,96.3587,93.8761,94.8239,3265778
2000-11-08,95.1692,96.4296,93.693,95.0441,691607
2000-11-09,93.4885,94.4986,93.3383,93.8341,3513946
2000-11-10,94.7355,94.9805,93.4763,93.9548,3728150
2000-11-13,95.1592,95.7225,93.4598,94.2313,1098432
2000-11-14,96.3055,99.1459,95.1708,97.1409,4151820
2000-11-15,99.3063,100.6383,97.7811,99.3734,2440057
2000-11-16,98.5502,98.7998,98.2092,98.3808,2420527
2000-11-17,98.4329,99.169,96.9622,98.0617,1429661
2000-11-20,96.153,96.7114,95.7504,96.3739,4334058
2000-11-21,96.2749,97.4025,94.1571,95.7124,1036877
2000-11-22,95.4965,97.0756,95.1744,96.0947,4904037
2000-11-23,97.2946,97.9153,96.742,97.5149,3163746
2000-11-24,96.193,98.0283,96.0026,96.6848,1562987
2000-11-27,96.2336,96.2744,95.5812,95.948,3561183
2000-11-28,93.5891,94.2667,93.1347,93.5259,3722906
2000-11-29,93.7283,94.8655,91.8929,93.3622,1659055
2000-11-30,92.0191,93.1667,90.9173,92.1979,4445053
2000-12-01,90.8051,93.4989,90.7309,91.6324,532964
2000-12-04,89.82,91.7234,89.6927,90.6914,1072218
2000-12-05,90.4315,91.0782,90.1988,90.607,4868418
2000-12-06,89.3484,89.994,88.0079,88.7336,3921354
2000-12-07,87.6485,88.1063,86.8295,87.2026,2636822
2000-12-08,89.0237,89.9943,88.799,89.4773,1921924
2000-12-11,88.0574,89.6846,86.5027,88.1232,3433213
2000-12-12,86.7965,88.2412,85.9587,86.9883,3606298
2000-12-13,88.9933,89.228,88.6841,88.9449,838502
2000-12-14,91.7211,92.8076,91.1746,92.1187,2449273
2000-12-15,91.5444,91.7698,89.5988,90.8508,3290979
2000-12-18,90.5983,91.2662,90.0002,90.4684,3147233
2000-12-19,91.0409,92.4051,90.0261,90.8581,3931702
2000-12-20,93.1492,93.4715,92.3851,92.7811,4603625
2000-12-21,91.7838,91.9676,91.1295,91.7072,713245
2000-12-22,91.3568,93.0481,90.0411,91.456,2895935
2000-12-25,91.6341,93.4822,91.4081,92.3315,2856074
2000-12-26,92.329,93.2285,92.2454,92.8331,1435328
2000-12-27,92.0327,93.3486,91.3937,92.4334,1139058
2000-12-28,92.6584,93.5308,90.2685,92.3036,4567640
2000-12-29,91.1655,92.0118,89.5685,90.8113,1161138
2001-01-01,89.907,91.5677,89.2361,90.5703,2489953
2001-01-02,89.0557,92.0864,89.0423,90.2993,3266607
2001-01-03,91.0068,91.5679,89.9976,90.5693,2648361
2001-01-04,90.1421,91.3735,88.5465,89.9858,3286661
2001-01-05,90.8032,91.2567,89.2636,90.5145,628517
2001-01-08,91.9333,92.5422,90.602,91.6395,2991965
2001-01-09,91.5378,92.9373,91.079,91.829,4138754
2001-01-10,92.314,92.4327,91.9883,92.2359,2795760
2001-01-11,92.1438,92.6101,91.7023,92.3132,4964201
2001-01-12,92.9135,93.9079,91.5692,92.3317,2614948
2001-01-15,91.462,93.1379,90.5316,91.554,1884790
2001-01-16,92.9887,93.442,91.2777,91.9208,2665495
2001-01-17,91.3969,92.463,91.1369,91.8319,1851539
2001-01-18,94.0505,94.5916,93.9114,94.1866,2005068
2001-01-19,95.7904,96.4569,95.5828,96.0009,2536921
2001-01-22,96.9699,97.5216,94.9003,96.4657,1657984
2001-01-23,95.8084,96.2704,94.5713,95.6056,656403
2001-01-24,93.7056,94.9563,93.244,94.3567,1695403
2001-01-25,95.1937,96.3158,95.0051,95.7342,638376
2001-01-26,94.946,96.6944,94.8953,96.0558,4586449
2001-01-29,97.512,98.6741,94.9988,96.6302,4406108
2001-01-30,94.5816,95.045,94.0402,94.6472,1700185
2001-01-31,95.7434,95.9677,95.2141,95.7255,4532232
2001-02-01,97.0571,97.9595,94.8663,96.2682,2185313
2001-02-02,96.2213,96.5782,94.2788,95.0129,2176496
2001-02-05,94.3668,96.2666,93.0138,94.4957,2768378
2001-02-06,96.3836,96.8973,93.9231,94.8142,4606136
2001-02-07,94.3071,95.6768,93.2492,94.8929,3842119
2001-02-08,94.6912,94.8965,94.194,94.5797,3357631
2001-02-09,94.2077,95.0925,93.1212,94.4812,3996937
2001-02-12,95.4116,95.5865,93.3605,94.2148,4440228
2001-02-13,94.28,95.5084,93.5581,94.4063,3747552
2001-02-14,96.9571,98.1844,94.2276,96.1074,2607578
2001-02-15,92.9024,93.7207,91.6848,93.211,1863640
2001-02-16,93.3465,93.3478,92.3653,92.9651,2598057
2001-02-19,92.7134,94.5899,92.5562,93.1808,1233915
2001-02-20,93.5828,94.7915,91.7841,93.5311,3228666
2001-02-21,92.7575,93.4312,92.5535,93.1332,4176619
2001-02-22,91.6347,91.8295,90.1474,91.2087,626450
2001-02-23,92.0611,92.5181,90.2944,91.5867,4435189
2001-02-26,93.6055,93.9906,92.8518,93.5236,3373342
2001-02-27,91.9572,92.508,91.4481,91.8363,4608165
2001-02-28,93.3239,93.9542,91.9764,92.8118,3687161
2001-03-01,92.8144,93.6508,91.774,92.4651,4362542
2001-03-02,92.0235,93.3549,91.4868,92.4156,3880888
2001-03-05,91.4625,91.9776,89.1249,91.2735,2126195
2001-03-06,90.5106,91.6488,89.3137,90.9261,2928263
2001-03-07,91.9482,93.1224,91.5417,92.3742,1190776
2001-03-08,93.2882,93.7429,92.3882,93.041,4270314
2001-03-09,93.7381,96.6736,93.6823,95.0143,3516926
2001-03-12,96.4786,96.7441,95.7958,96.3856,3129856
2001-03-13,96.7273,98.2833,95.3456,96.9142,3422378
2001-03-14,99.3448,100.182,97.8926,98.9835,3649462
2001-03-15,98.8451,100.3427,98.5658,99.5262,1615544
2001-03-16,101.0644,101.8183,99.1426,100.5401,3258196
2001-03-19,101.0647,101.7688,99.2245,100.203,3290993
2001-03-20,100.5858,101.1692,98.9115,100.3031,3602974
2001-03-21,99.4321,100.0976,98.8485,99.487,4992092
2001-03-22,100.9005,102.2584,98.4811,100.6956,2016048
2001-03-23,99.3644,99.6893,98.9686,99.3017,1258402
2001-03-26,99.0567,101.1104,98.4325,100.2584,4964255
2001-03-27,98.4157,101.7973,98.336,100.0493,2203601
2001-03-28,101.428,101.9184,101.0822,101.4857,1781743
2001-03-29,102.7888,102.9666,102.0056,102.4247,2259724
2001-03-30,104.5823,106.3959,103.72,104.7081,4052473
2001-04-02,106.3355,106.8783,104.7156,105.6514,1460893
2001-04-03,104.2662,104.9043,103.1335,103.6978,590155
2001-04-04,103.3077,105.0374,102.3629,103.6352,4046313
2001-04-05,100.6093,103.676,100.6075,102.2084,2812045
2001-04-06,101.6341,102.4872,100.988,101.595,3682862
2001-04-09,103.3903,105.0776,102.2985,103.4749,1694520
2001-04-10,103.6686,104.8534,103.4777,104.2904,1476362
2001-04-11,103.8066,104.0667,102.6317,103.44,2579328
2001-04-12,103.6085,103.7718,100.1036,102.2098,4360080
2001-04-13,101.5157,103.1603,101.2888,102.2705,3813143
2001-04-16,100.4156,103.0974,99.6102,100.8084,2416100
2001-04-17,100.1218,101.0755,98.4804,100.0198,1238975
2001-04-18,100.8663,100.9589,99.0741,100.4151,2979087
2001-04-19,102.6163,102.7088,101.3068,101.8373,748418
2001-04-20,103.6139,103.7414,101.8845,102.6045,3582018
2001-04-23,99.7269,101.0168,98.7129,99.8417,2447330
2001-04-24,100.7905,100.8201,98.7192,100.2271,4433711
2001-04-25,99.8474,101.3861,98.9642,100.3338,4855146
2001-04-26,100.343,101.906,100.1946,100.8535,1520757
2001-04-27,102.9726,103.2282,102.3636,102.8492,1024515
2001-04-30,100.3798,100.7349,99.9347,100.3541,3165554
2001-05-01,99.9935,100.4694,98.0968,99.6647,719949
2001-05-02,100.5873,101.2398,99.5176,100.394,3522090
2001-05-03,98.8867,99.1233,97.8041,98.5263,4454145
2001-05-04,99.7987,100.85,99.2477,100.3069,4488713
2001-05-07,100.1064,101.8538,99.3997,100.7715,3951747
2001-05-08,102.2165,102.6017,101.015,101.8208,3975319
2001-05-09,100.9144,101.8552,99.9821,101.1458,1629770
2001-05-10,101.3255,103.9434,100.7531,102.1588,4614956
2001-05-11,103.3697,103.7638,103.1332,103.4977,3896871
2001-05-14,103.9393,104.3605,102.2474,103.8081,838546
2001-05-15,104.436,104.514,103.4883,104.1214,3164965
2001-05-16,105.1255,105.7087,103.2755,104.4806,2414554
2001-05-17,104.0267,104.6452,102.4512,103.4244,1200427
2001-05-18,104.298,104.6568,102.7518,103.2621,1878478
2001-05-21,102.0864,104.405,101.5049,103.0939,4709647
2001-05-22,103.9897,104.6172,103.1247,103.59,2737324
2001-05-23,105.1599,105.8067,104.2127,104.8614,1192371
2001-05-24,104.429,104.5135,102.9495,103.5585,4148647
2001-05-25,102.929,103.9859,102.9125,103.4239,1584515
2001-05-28,106.8372,106.9537,103.003,105.3001,2716523
2001-05-29,105.2917,105.9134,103.6439,104.3855,1083664
2001-05-30,101.7016,105.3715,101.6173,103.3813,658182
2001-05-31,103.028,104.3538,101.5986,103.6533,4910182
2001-06-01,104.0124,106.7602,103.8063,104.7299,3518687
2001-06-04,104.7882,105.6915,103.4138,104.7652,3208028
2001-06-05,106.4113,107.0395,105.8939,106.4706,546319
2001-06-06,108.0238,108.4174,106.6877,107.5924,3244802
2001-06-07,108.5928,109.9491,106.7243,108.7066,939885
2001-06-08,109.887,110.3625,108.1369,109.4537,1187700
2001-06-11,112.9296,114.7803,111.8483,112.5766,3774777
2001-06-12,112.8776,113.0743,111.7001,112.3222,2809263
2001-06-13,110.3387,110.5644,108.8761,109.6759,4239501
2001-06-14,111.843,113.1025,109.4471,111.8301,2107143
2001-06-15,110.9676,111.671,110.7157,111.2398,1931515
2001-06-18,112.3843,112.4006,110.5056,111.4061,4214865
2001-06-19,113.6287,113.85,112.6359,113.1933,3060528
2001-06-20,111.5635,111.8552,109.8892,111.0599,4614292
2001-06-21,108.5224,111.3652,108.4892,109.4262,2962330
2001-06-22,108.9012,109.737,104.9294,107.3651,1336355
2001-06-25,105.9429,107.7815,105.431,106.368,750191
2001-06-26,107.1454,107.8089,106.4597,106.9521,1480740
2001-06-27,108.2102,108.7313,106.969,107.6485,2951813
2001-06-28,107.824,109.8499,106.4144,108.0276,3449165
2001-06-29,105.8425,107.6028,105.2755,106.2328,549366
2001-07-02,103.1485,104.3906,101.9054,103.349,1707827
2001-07-03,102.7005,104.0522,102.1219,103.4372,4189868
2001-07-04,102.9442,103.2278,102.4905,102.8738,2280465
2001-07-05,103.1067,104.1004,102.9842,103.4632,3866604
2001-07-06,104.3527,106.2561,103.0393,104.3592,2179606
2001-07-09,105.0079,106.281,103.1637,104.5534,1776701
2001-07-10,105.9918,106.0034,104.788,105.5326,3612170
2001-07-11,105.6527,106.6269,104.696,105.8444,1680486
2001-07-12,106.0649,107.9292,104.682,106.5411,3470388
2001-07-13,107.3849,107.415,104.6246,105.6651,1355552
2001-07-16,106.2417,106.3958,104.3307,105.4587,3884887
2001-07-17,105.9597,106.2644,105.3328,105.7292,4787432
2001-07-18,106.6667,107.8969,105.1945,106.7967,4581097
2001-07-19,105.9917,107.2225,105.5345,106.3145,4306044
2001-07-20,107.1346,107.7011,106.1951,107.0029,544046
2001-07-23,107.1545,107.4839,105.5001,106.6835,4269814
2001-07-24,108.2864,108.3549,104.6358,106.5544,3303229
2001-07-25,107.395,109.973,106.8633,107.6419,2597960
2001-07-26,103.9996,106.722,102.9718,105.119,4125295
2001-07-27,104.7794,105.228,101.3465,103.517,4151846
2001-07-30,102.9582,103.2473,101.1677,101.7124,4703381
2001-07-31,98.9017,99.3129,97.8617,98.9234,3162034
2001-08-01,96.9938,99.4133,96.7138,98.1411,3656779
2001-08-02,99.8278,100.8026,97.4841,99.0475,1847578
2001-08-03,98.5891,99.4117,97.8624,98.7292,3528892
2001-08-06,98.7762,99.2849,98.4759,98.9837,2436959
2001-08-07,99.4958,101.1695,98.9358,100.306,3399256
2001-08-08,101.4047,102.7284,100.7875,101.9373,2340901
2001-08-09,102.2906,103.9568,100.3674,101.8731,1295933
2001-08-10,103.31,104.1711,103.1436,103.562,2083211
2001-08-13,103.6542,104.4955,102.7809,103.6973,2009103
2001-08-14,101.8158,103.364,101.7374,102.6811,1590335
2001-08-15,101.6347,103.607,100.2604,101.9717,971757
2001-08-16,101.1867,101.261,99.4021,100.196,2292103
2001-08-17,99.3089,99.6663,98.2971,99.1537,2769343
2001-08-20,98.3866,99.8611,98.278,98.7483,3196813
2001-08-21,99.8263,100.1292,99.159,99.7251,3267939
2001-08-22,101.2952,102.8495,100.916,101.8261,1382841
2001-08-23,99.6559,101.7101,97.8036,100.1712,1154369
2001-08-24,99.8803,101.6371,99.1482,100.6646,1138308
2001-08-27,100.2302,100.3247,98.8893,99.4354,3569720
2001-08-28,98.7672,101.583,98.6051,100.0234,3606025
2001-08-29,100.7816,100.9681,99.4015,99.8862,2813796
2001-08-30,98.0501,98.2692,97.5357,97.7351,2868522
2001-08-31,98.8144,99.2916,98.5428,98.8497,3373772
2001-09-03,98.4401,98.5463,97.6642,98.1542,2084759
2001-09-04,97.3494,98.2331,96.7446,97.5469,3856592
2001-09-05,96.4826,96.9486,95.4036,96.322,4585558
2001-09-06,96.2187,96.6211,94.7243,95.5878,1570349
2001-09-07,95.8188,96.6944,95.4674,96.0991,2575941
2001-09-10,94.8443,97.4456,94.6417,95.9003,1923734
2001-09-11,97.1984,97.5178,95.0958,96.2985,1992814
2001-09-12,96.0856,98.0743,95.4872,96.737,2252239
2001-09-13,99.549,99.7784,96.4138,98.3019,1473151
2001-09-14,97.7259,98.4059,97.4131,97.918,2069872
2001-09-17,96.0171,96.8831,95.4029,96.2172,1954272
2001-09-18,97.6403,98.5186,96.9769,97.4768,4161856
2001-09-19,97.3688,98.841,96.0742,97.1093,1731862
2001-09-20,99.6958,99.8212,96.4541,98.4365,936087
2001-09-21,98.1993,100.7477,97.3719,98.9102,4400641
2001-09-24,98.7756,99.4274,97.7635,98.7744,4562109
2001-09-25,98.9338,100.0367,98.4741,99.2085,4513946
2001-09-26,101.1352,103.7071,100.7478,101.5789,1324794
2001-09-27,103.1441,105.3952,102.2301,104.1633,2356611
2001-09-28,104.4883,105.391,103.3742,104.2709,1808006
2001-10-01,104.5633,106.2069,102.0248,104.4924,1674285
2001-10-02,105.3883,108.1479,104.3998,105.8719,4627593
